Humidity (%),,temp c,,temp f,,voc,co2-analog,,co2-digital,,date,time,PM1.0,PM2.5,PM10
57.6,,33.9,,93.02,,101,384,,1,,6/16/2024,15:21:06,6,31,40
57.6,,33.9,,93.02,,101,383,,1,,6/16/2024,15:21:13,7,29,36
57.5,,33.9,,93.02,,102,384,,1,,6/16/2024,15:21:20,19,43,44
57.4,,33.9,,93.02,,103,383,,1,,6/16/2024,15:21:27,31,54,57
57.5,,33.9,,93.02,,95,384,,1,,6/16/2024,15:21:34,34,57,65
57.4,,33.9,,93.02,,109,383,,1,,6/16/2024,15:21:41,32,62,71
57.5,,33.9,,93.02,,101,383,,1,,6/16/2024,15:21:48,32,62,67
57.4,,33.9,,93.02,,99,383,,1,,6/16/2024,15:21:56,31,56,64
57.6,,33.9,,93.02,,96,383,,1,,6/16/2024,15:22:03,33,54,61
57.3,,33.9,,93.02,,96,383,,1,,6/16/2024,15:22:10,33,54,66
57.5,,33.9,,93.02,,96,383,,1,,6/16/2024,15:22:17,32,52,60
57.4,,33.8,,92.84,,97,382,,1,,6/16/2024,15:22:24,31,51,57
57.6,,33.9,,93.02,,97,382,,1,,6/16/2024,15:22:31,15,34,39
57.4,,33.9,,93.02,,97,382,,1,,6/16/2024,15:22:38,8,31,37
57.5,,33.9,,93.02,,97,381,,1,,6/16/2024,15:22:45,11,37,41
57.5,,33.9,,93.02,,96,381,,1,,6/16/2024,15:22:52,22,45,52
57.4,,33.9,,93.02,,96,381,,1,,6/16/2024,15:22:59,31,54,59
57.5,,33.9,,93.02,,96,381,,1,,6/16/2024,15:23:06,32,56,61
57.4,,33.9,,93.02,,96,381,,1,,6/16/2024,15:23:13,30,54,63
57.6,,33.9,,93.02,,96,381,,1,,6/16/2024,15:23:20,27,54,62
57.6,,33.9,,93.02,,98,380,,1,,6/16/2024,15:23:27,26,55,60
57.6,,33.9,,93.02,,98,379,,1,,6/16/2024,15:23:34,16,41,45
57.5,,33.9,,93.02,,97,381,,1,,6/16/2024,15:23:41,14,46,52
57.7,,33.9,,93.02,,96,381,,1,,6/16/2024,15:23:48,1333,1359,1363
57.6,,33.9,,93.02,,96,381,,1,,6/16/2024,15:23:55,2994,3203,3338
57.7,,33.9,,93.02,,97,381,,1,,6/16/2024,15:24:02,2752,3409,3752
57.6,,33.9,,93.02,,98,380,,1,,6/16/2024,15:24:09,2712,3034,3171
57.6,,33.9,,93.02,,98,381,,1,,6/16/2024,15:24:16,3663,3813,3876
57.6,,33.9,,93.02,,100,381,,1,,6/16/2024,15:24:23,4518,4584,4604
57.7,,33.9,,93.02,,101,381,,1,,6/16/2024,15:24:30,2720,3112,3190
57.6,,33.9,,93.02,,103,380,,1,,6/16/2024,15:24:37,487,968,1092
57.7,,33.9,,93.02,,101,380,,1,,6/16/2024,15:24:44,1394,2226,3142
57.7,,33.8,,92.84,,107,382,,1,,6/16/2024,15:24:51,1284,2030,2853
57.7,,33.9,,93.02,,94,383,,1,,6/16/2024,15:24:58,210,327,336
57.7,,34,,93.2,,91,382,,1,,6/16/2024,15:25:05,146,225,231
57.6,,33.9,,93.02,,89,382,,1,,6/16/2024,15:25:12,107,187,190
57.7,,33.9,,93.02,,88,381,,1,,6/16/2024,15:25:20,1644,2401,2701
57.7,,33.9,,93.02,,88,382,,1,,6/16/2024,15:25:27,1642,2424,2696
57.7,,33.9,,93.02,,89,381,,1,,6/16/2024,15:25:34,120,355,362
57.7,,33.8,,92.84,,90,380,,1,,6/16/2024,15:25:41,62,148,161
57.6,,33.9,,93.02,,88,381,,1,,6/16/2024,15:25:48,62,119,128
57.6,,33.9,,93.02,,89,381,,1,,6/16/2024,15:25:55,71,115,120
57.6,,33.9,,93.02,,90,380,,1,,6/16/2024,15:26:02,68,115,122
57.8,,33.9,,93.02,,90,380,,1,,6/16/2024,15:26:09,69,121,128
57.8,,33.9,,93.02,,88,380,,1,,6/16/2024,15:26:16,65,113,119
57.7,,33.9,,93.02,,90,379,,1,,6/16/2024,15:26:23,38,82,86
57.8,,33.9,,93.02,,90,379,,1,,6/16/2024,15:26:30,25,70,73
57.8,,33.9,,93.02,,89,380,,1,,6/16/2024,15:26:37,34,69,69
57.7,,33.9,,93.02,,91,379,,1,,6/16/2024,15:26:44,54,86,87
57.8,,33.8,,92.84,,89,380,,1,,6/16/2024,15:26:51,54,92,94
57.9,,33.8,,92.84,,89,380,,1,,6/16/2024,15:26:58,50,81,83
57.8,,33.9,,93.02,,91,379,,1,,6/16/2024,15:27:05,51,84,88
57.7,,33.8,,92.84,,89,380,,1,,6/16/2024,15:27:12,48,85,91
57.6,,33.9,,93.02,,89,379,,1,,6/16/2024,15:27:19,48,87,91
57.6,,33.9,,93.02,,91,378,,1,,6/16/2024,15:27:26,36,77,79
57.7,,34,,93.2,,90,378,,1,,6/16/2024,15:27:33,22,68,69
57.7,,33.9,,93.02,,89,379,,1,,6/16/2024,15:27:40,29,69,70
57.8,,34,,93.2,,90,380,,1,,6/16/2024,15:27:47,41,72,78
57.6,,33.9,,93.02,,91,380,,1,,6/16/2024,15:27:54,51,85,93
57.7,,33.9,,93.02,,91,379,,1,,6/16/2024,15:28:01,52,86,88
57.6,,33.9,,93.02,,90,380,,1,,6/16/2024,15:28:08,48,83,84
57.7,,33.9,,93.02,,89,380,,1,,6/16/2024,15:28:15,46,84,87
57.6,,33.9,,93.02,,89,380,,1,,6/16/2024,15:28:22,30,64,67
57.6,,33.9,,93.02,,90,380,,1,,6/16/2024,15:28:29,15,48,51
57.5,,33.9,,93.02,,90,380,,1,,6/16/2024,15:28:36,17,46,49
57.4,,33.9,,93.02,,89,381,,1,,6/16/2024,15:28:44,16,45,48
57.6,,33.9,,93.02,,90,381,,1,,6/16/2024,15:28:51,13,43,50
57.5,,33.9,,93.02,,91,380,,1,,6/16/2024,15:28:58,23,51,59
57.7,,34,,93.2,,91,379,,1,,6/16/2024,15:29:05,35,64,69
57.6,,34,,93.2,,91,378,,1,,6/16/2024,15:29:12,36,64,66
57.7,,33.9,,93.02,,90,379,,1,,6/16/2024,15:29:19,38,67,72
57.8,,33.9,,93.02,,95,380,,1,,6/16/2024,15:29:26,38,63,71
57.9,,33.9,,93.02,,94,380,,1,,6/16/2024,15:29:33,39,63,65
58,,33.9,,93.02,,93,380,,1,,6/16/2024,15:29:40,39,61,65
58,,33.9,,93.02,,91,381,,1,,6/16/2024,15:29:47,24,49,54
58,,33.9,,93.02,,93,381,,1,,6/16/2024,15:29:54,11,42,48
58,,33.9,,93.02,,91,381,,1,,6/16/2024,15:30:01,16,45,49
58.1,,33.9,,93.02,,91,381,,1,,6/16/2024,15:30:08,29,54,56
58,,33.8,,92.84,,93,381,,1,,6/16/2024,15:30:15,36,64,72
58.2,,33.8,,92.84,,92,381,,1,,6/16/2024,15:30:22,39,65,76
58.1,,33.8,,92.84,,91,383,,1,,6/16/2024,15:30:29,37,68,77
58.3,,33.8,,92.84,,92,382,,1,,6/16/2024,15:30:36,35,62,74
58.2,,33.8,,92.84,,93,383,,1,,6/16/2024,15:30:43,37,62,71
58.3,,33.9,,93.02,,88,382,,1,,6/16/2024,15:30:50,34,61,68
58.3,,33.8,,92.84,,90,382,,1,,6/16/2024,15:30:57,30,56,63
58.4,,33.9,,93.02,,91,383,,1,,6/16/2024,15:31:04,29,56,57
58.6,,33.9,,93.02,,91,385,,1,,6/16/2024,15:31:11,22,51,51
58.5,,33.8,,92.84,,90,386,,1,,6/16/2024,15:31:18,14,47,48
58.6,,33.8,,92.84,,90,386,,1,,6/16/2024,15:31:25,16,42,43
58.7,,33.8,,92.84,,92,385,,1,,6/16/2024,15:31:32,30,53,55
58.5,,33.8,,92.84,,91,384,,1,,6/16/2024,15:31:39,37,60,62
58.6,,33.8,,92.84,,89,382,,1,,6/16/2024,15:31:46,40,61,64
58.6,,33.8,,92.84,,89,381,,1,,6/16/2024,15:31:53,35,54,60
58.6,,33.8,,92.84,,93,380,,1,,6/16/2024,15:32:00,32,54,59
58.7,,33.8,,92.84,,92,380,,1,,6/16/2024,15:32:08,32,56,58
58.7,,33.8,,92.84,,91,380,,1,,6/16/2024,15:32:15,36,63,66
58.9,,33.8,,92.84,,91,380,,1,,6/16/2024,15:32:22,33,59,62
58.8,,33.8,,92.84,,91,379,,1,,6/16/2024,15:32:29,32,57,60
59,,33.8,,92.84,,90,380,,1,,6/16/2024,15:32:36,13,39,51
59,,33.7,,92.66,,90,380,,1,,6/16/2024,15:32:43,6,28,36
58.9,,33.8,,92.84,,92,380,,1,,6/16/2024,15:32:50,15,35,37
59,,33.8,,92.84,,92,379,,1,,6/16/2024,15:32:57,30,55,57
59.1,,33.8,,92.84,,92,380,,1,,6/16/2024,15:33:04,32,59,65
59.2,,33.7,,92.66,,91,380,,1,,6/16/2024,15:33:11,34,59,66
59.1,,33.9,,93.02,,91,381,,1,,6/16/2024,15:33:18,34,62,68
59.1,,33.8,,92.84,,91,381,,1,,6/16/2024,15:33:25,35,62,67
59.1,,33.8,,92.84,,91,380,,1,,6/16/2024,15:33:39,33,56,58
59.2,,33.8,,92.84,,93,378,,1,,6/16/2024,15:33:46,32,56,57
59.3,,33.7,,92.66,,94,378,,1,,6/16/2024,15:33:53,31,59,62
59.2,,33.7,,92.66,,93,378,,1,,6/16/2024,15:34:00,29,55,59
59.3,,33.8,,92.84,,94,378,,1,,6/16/2024,15:34:07,30,52,56
59.3,,33.7,,92.66,,93,378,,1,,6/16/2024,15:34:14,33,55,60
59.3,,33.8,,92.84,,94,378,,1,,6/16/2024,15:34:21,37,64,72
59.3,,33.7,,92.66,,93,378,,1,,6/16/2024,15:34:28,32,59,64
59.4,,33.8,,92.84,,92,379,,1,,6/16/2024,15:34:35,32,59,61
59.7,,33.8,,92.84,,91,378,,1,,6/16/2024,15:34:42,36,60,63
59.9,,33.8,,92.84,,91,379,,1,,6/16/2024,15:34:49,37,63,66
60,,33.8,,92.84,,92,379,,1,,6/16/2024,15:34:56,36,63,68
60,,33.8,,92.84,,92,378,,1,,6/16/2024,15:35:03,34,63,65
59.6,,33.8,,92.84,,92,379,,1,,6/16/2024,15:35:10,31,59,64
59.4,,33.7,,92.66,,93,378,,1,,6/16/2024,15:35:17,29,54,59
59.5,,33.8,,92.84,,94,378,,1,,6/16/2024,15:35:24,30,56,59
59.7,,33.7,,92.66,,94,379,,1,,6/16/2024,15:35:32,31,56,61
59.7,,33.8,,92.84,,94,379,,1,,6/16/2024,15:35:39,31,51,56
59.6,,33.8,,92.84,,94,378,,1,,6/16/2024,15:35:46,36,57,59
59.5,,33.8,,92.84,,92,378,,1,,6/16/2024,15:35:53,37,60,61
59.6,,33.8,,92.84,,92,378,,1,,6/16/2024,15:36:00,31,52,54
59.7,,33.8,,92.84,,92,379,,1,,6/16/2024,15:36:07,31,57,61
59.6,,33.8,,92.84,,92,379,,1,,6/16/2024,15:36:14,32,59,65
59.5,,33.7,,92.66,,92,380,,1,,6/16/2024,15:36:21,33,57,62
59.6,,33.8,,92.84,,92,378,,1,,6/16/2024,15:36:28,30,53,58
59.8,,33.7,,92.66,,92,378,,1,,6/16/2024,15:36:35,31,55,62
59.6,,33.7,,92.66,,92,378,,1,,6/16/2024,15:36:42,32,59,65
59.9,,33.8,,92.84,,93,378,,1,,6/16/2024,15:36:49,31,54,57
59.8,,33.8,,92.84,,94,376,,1,,6/16/2024,15:36:56,33,54,59
59.9,,33.8,,92.84,,94,377,,1,,6/16/2024,15:37:03,34,56,60
59.7,,33.8,,92.84,,92,377,,1,,6/16/2024,15:37:10,34,56,62
59.7,,33.8,,92.84,,92,377,,1,,6/16/2024,15:37:17,30,54,59
59.6,,33.7,,92.66,,90,365,,1,,6/16/2024,15:37:24,30,55,55
59.5,,33.8,,92.84,,90,359,,1,,6/16/2024,15:37:31,33,54,55
59.5,,33.8,,92.84,,90,358,,1,,6/16/2024,15:37:38,36,60,64
59.6,,33.8,,92.84,,90,364,,1,,6/16/2024,15:37:45,35,64,70
59.7,,33.7,,92.66,,94,381,,1,,6/16/2024,15:37:52,35,58,64
59.7,,33.8,,92.84,,94,384,,1,,6/16/2024,15:37:59,30,49,54
59.7,,33.7,,92.66,,77,367,,1,,6/16/2024,15:38:06,29,51,54
59.7,,33.8,,92.84,,76,352,,1,,6/16/2024,15:38:13,33,53,54
59.7,,33.7,,92.66,,77,368,,1,,6/16/2024,15:38:20,29,47,48
59.7,,33.8,,92.84,,78,375,,1,,6/16/2024,15:38:27,29,47,50
59.7,,33.7,,92.66,,81,377,,1,,6/16/2024,15:38:34,19,38,41
59.8,,33.7,,92.66,,81,369,,1,,6/16/2024,15:38:41,13,37,41
59.7,,33.7,,92.66,,92,358,,1,,6/16/2024,15:38:48,18,43,49
59.6,,33.8,,92.84,,93,352,,1,,6/16/2024,15:38:56,28,47,55
59.7,,33.7,,92.66,,105,349,,1,,6/16/2024,15:39:03,35,55,59
59.7,,33.7,,92.66,,104,353,,1,,6/16/2024,15:39:10,34,54,56
59.7,,33.7,,92.66,,89,355,,1,,6/16/2024,15:39:17,32,53,55
59.6,,33.8,,92.84,,88,355,,1,,6/16/2024,15:39:24,31,53,54
59.6,,33.8,,92.84,,90,361,,1,,6/16/2024,15:39:31,30,50,53
59.7,,33.8,,92.84,,88,351,,1,,6/16/2024,15:39:38,28,50,54
59.5,,33.8,,92.84,,88,347,,1,,6/16/2024,15:39:45,30,52,55
59.6,,33.8,,92.84,,87,350,,1,,6/16/2024,15:39:52,35,58,61
59.6,,33.8,,92.84,,88,352,,1,,6/16/2024,15:39:59,35,59,63
59.5,,33.8,,92.84,,89,351,,1,,6/16/2024,15:40:06,27,46,50
59.6,,33.8,,92.84,,87,340,,1,,6/16/2024,15:40:13,27,44,47
59.5,,33.7,,92.66,,72,349,,1,,6/16/2024,15:40:20,29,49,50
59.5,,33.8,,92.84,,76,359,,1,,6/16/2024,15:40:27,30,51,52
59.6,,33.9,,93.02,,78,359,,1,,6/16/2024,15:40:34,16,33,34
59.5,,33.8,,92.84,,76,360,,1,,6/16/2024,15:40:41,6,27,29
59.5,,33.8,,92.84,,78,376,,1,,6/16/2024,15:40:48,14,35,37
59.7,,33.7,,92.66,,78,369,,1,,6/16/2024,15:40:55,27,45,51
59.6,,33.8,,92.84,,80,373,,1,,6/16/2024,15:41:02,28,50,52
59.5,,33.8,,92.84,,78,376,,1,,6/16/2024,15:41:09,29,49,56
59.6,,33.7,,92.66,,78,371,,1,,6/16/2024,15:41:16,31,51,57
59.8,,33.8,,92.84,,79,374,,1,,6/16/2024,15:41:23,30,55,58
59.6,,33.8,,92.84,,79,381,,1,,6/16/2024,15:41:30,12,37,41
59.8,,33.8,,92.84,,77,380,,1,,6/16/2024,15:41:37,8,29,32
59.6,,33.8,,92.84,,75,375,,1,,6/16/2024,15:41:44,11,32,32
59.7,,33.8,,92.84,,81,369,,1,,6/16/2024,15:41:51,21,40,43
59.7,,33.8,,92.84,,85,372,,1,,6/16/2024,15:41:58,25,48,53
59.7,,33.8,,92.84,,84,360,,1,,6/16/2024,15:42:05,27,51,60
59.7,,33.8,,92.84,,82,347,,1,,6/16/2024,15:42:12,33,53,62
59.7,,33.8,,92.84,,83,344,,1,,6/16/2024,15:42:20,33,52,57
59.7,,33.8,,92.84,,82,344,,1,,6/16/2024,15:42:27,31,53,61
59.8,,33.8,,92.84,,86,355,,1,,6/16/2024,15:42:34,30,51,60
59.7,,33.7,,92.66,,83,365,,1,,6/16/2024,15:42:41,31,55,65
59.8,,33.8,,92.84,,84,385,,1,,6/16/2024,15:42:48,30,55,63
59.8,,33.8,,92.84,,84,398,,1,,6/16/2024,15:42:55,29,55,61
59.5,,33.9,,93.02,,84,406,,1,,6/16/2024,15:43:02,11,35,38
59.5,,33.9,,93.02,,84,401,,1,,6/16/2024,15:43:09,3,25,27
59.5,,33.9,,93.02,,84,398,,1,,6/16/2024,15:43:16,11,32,34
59.4,,33.9,,93.02,,83,389,,1,,6/16/2024,15:43:23,23,44,45
59.3,,34,,93.2,,84,385,,1,,6/16/2024,15:43:30,30,52,55
59.3,,34,,93.2,,84,393,,1,,6/16/2024,15:43:37,30,52,55
59.3,,34,,93.2,,85,397,,1,,6/16/2024,15:43:44,30,48,51
59.2,,34,,93.2,,83,391,,1,,6/16/2024,15:43:51,27,44,46
59.1,,34.1,,93.38,,83,386,,1,,6/16/2024,15:43:58,28,49,50
59.1,,34.1,,93.38,,83,384,,1,,6/16/2024,15:44:05,29,50,51
59.2,,34.1,,93.38,,83,386,,1,,6/16/2024,15:44:12,27,49,52
59.2,,34.2,,93.56,,88,392,,1,,6/16/2024,15:44:19,28,53,56
59.1,,34.2,,93.56,,91,391,,1,,6/16/2024,15:44:26,32,58,65
59,,34.1,,93.38,,89,393,,1,,6/16/2024,15:44:33,27,56,65
59,,34.2,,93.56,,88,392,,1,,6/16/2024,15:44:40,28,54,60
58.8,,34.3,,93.74,,89,393,,1,,6/16/2024,15:44:47,31,55,59
58.6,,34.3,,93.74,,90,394,,1,,6/16/2024,15:44:54,29,49,56
58.6,,34.3,,93.74,,89,394,,1,,6/16/2024,15:45:01,27,50,59
58.4,,34.3,,93.74,,89,398,,1,,6/16/2024,15:45:08,28,49,51
58.3,,34.4,,93.92,,89,403,,1,,6/16/2024,15:45:15,29,49,54
58.4,,34.4,,93.92,,89,395,,1,,6/16/2024,15:45:22,27,45,49
58.3,,34.5,,94.1,,90,396,,1,,6/16/2024,15:45:29,29,49,54
58.3,,34.4,,93.92,,88,396,,1,,6/16/2024,15:45:36,28,48,56
58.3,,34.4,,93.92,,88,396,,1,,6/16/2024,15:45:44,28,46,50
58.2,,34.4,,93.92,,88,397,,1,,6/16/2024,15:45:51,30,50,52
58.3,,34.4,,93.92,,88,393,,1,,6/16/2024,15:45:58,28,48,50
58.3,,34.4,,93.92,,88,389,,1,,6/16/2024,15:46:05,29,50,53
58.2,,34.4,,93.92,,89,393,,1,,6/16/2024,15:46:12,30,52,59
58.2,,34.4,,93.92,,88,394,,1,,6/16/2024,15:46:19,30,52,57
58.3,,34.4,,93.92,,88,395,,1,,6/16/2024,15:46:26,30,49,54
58.3,,34.3,,93.74,,89,393,,1,,6/16/2024,15:46:33,30,45,56
58.4,,34.4,,93.92,,88,399,,1,,6/16/2024,15:46:40,31,45,55
58.4,,34.3,,93.74,,88,400,,1,,6/16/2024,15:46:47,32,47,48
58.4,,34.4,,93.92,,89,398,,1,,6/16/2024,15:46:54,29,42,47
58.4,,34.4,,93.92,,88,395,,1,,6/16/2024,15:47:01,27,40,45
58.4,,34.3,,93.74,,87,389,,1,,6/16/2024,15:47:08,13,31,32
58.5,,34.3,,93.74,,88,392,,1,,6/16/2024,15:47:15,4,24,26
58.6,,34.3,,93.74,,85,396,,1,,6/16/2024,15:47:22,10,30,32
58.6,,34.3,,93.74,,85,394,,1,,6/16/2024,15:47:29,21,41,44
58.6,,34.3,,93.74,,85,393,,1,,6/16/2024,15:47:36,26,51,55
58.7,,34.3,,93.74,,85,404,,1,,6/16/2024,15:47:43,30,57,59
58.7,,34.3,,93.74,,86,401,,1,,6/16/2024,15:47:50,29,56,62
58.7,,34.4,,93.92,,85,392,,1,,6/16/2024,15:47:57,28,53,61
58.5,,34.3,,93.74,,85,393,,1,,6/16/2024,15:48:04,31,57,59
58.4,,34.4,,93.92,,84,394,,1,,6/16/2024,15:48:11,31,54,54
58.5,,34.2,,93.56,,86,394,,1,,6/16/2024,15:48:18,30,50,52
58.5,,34.3,,93.74,,86,401,,1,,6/16/2024,15:48:25,31,52,54
58.6,,34.4,,93.92,,86,406,,1,,6/16/2024,15:48:32,28,47,50
58.3,,34.4,,93.92,,87,410,,1,,6/16/2024,15:48:39,28,46,52
58.3,,34.4,,93.92,,87,403,,1,,6/16/2024,15:48:46,30,49,54
58.3,,34.3,,93.74,,87,409,,1,,6/16/2024,15:48:53,31,47,53
58.4,,34.3,,93.74,,87,408,,1,,6/16/2024,15:49:01,31,47,53
58.4,,34.3,,93.74,,87,405,,1,,6/16/2024,15:49:08,11,30,34
58.4,,34.4,,93.92,,87,405,,1,,6/16/2024,15:49:15,4,26,28
58.5,,34.3,,93.74,,87,409,,1,,6/16/2024,15:49:22,5,33,38
58.5,,34.3,,93.74,,87,407,,1,,6/16/2024,15:49:29,9,37,42
58.6,,34.3,,93.74,,88,403,,1,,6/16/2024,15:49:36,9,30,35
58.5,,34.3,,93.74,,87,397,,1,,6/16/2024,15:49:43,5,24,26
58.5,,34.3,,93.74,,86,405,,1,,6/16/2024,15:49:50,12,28,29
58.4,,34.4,,93.92,,87,411,,1,,6/16/2024,15:49:57,25,44,45
58.5,,34.3,,93.74,,87,410,,1,,6/16/2024,15:50:04,27,47,52
58.4,,34.3,,93.74,,87,411,,1,,6/16/2024,15:50:11,26,44,50
58.4,,34.3,,93.74,,86,409,,1,,6/16/2024,15:50:18,27,43,47
58.5,,34.4,,93.92,,86,409,,1,,6/16/2024,15:50:25,28,47,50
58.4,,34.4,,93.92,,86,405,,1,,6/16/2024,15:50:32,28,49,49
58.3,,34.3,,93.74,,86,409,,1,,6/16/2024,15:50:39,26,46,46
58.5,,34.4,,93.92,,86,401,,1,,6/16/2024,15:50:46,30,52,57
58.3,,34.4,,93.92,,87,402,,1,,6/16/2024,15:50:53,29,47,55
58.3,,34.4,,93.92,,87,404,,1,,6/16/2024,15:51:00,30,48,52
58.3,,34.4,,93.92,,87,404,,1,,6/16/2024,15:51:07,29,49,53
58.3,,34.4,,93.92,,87,404,,1,,6/16/2024,15:51:14,30,50,52
58.3,,34.4,,93.92,,86,415,,1,,6/16/2024,15:51:21,28,46,48
58.4,,34.4,,93.92,,86,413,,1,,6/16/2024,15:51:28,26,48,49
58.4,,34.4,,93.92,,88,414,,1,,6/16/2024,15:51:35,29,52,53
58.4,,34.4,,93.92,,89,413,,1,,6/16/2024,15:51:42,28,51,51
58.5,,34.3,,93.74,,88,394,,1,,6/16/2024,15:51:56,24,49,52
58.5,,34.2,,93.56,,88,387,,1,,6/16/2024,15:52:03,28,54,60
58.5,,34.3,,93.74,,88,392,,1,,6/16/2024,15:52:10,28,49,52
58.5,,34.3,,93.74,,88,399,,1,,6/16/2024,15:52:17,27,49,51
58.5,,34.2,,93.56,,87,400,,1,,6/16/2024,15:52:25,28,47,54
58.5,,34.3,,93.74,,87,401,,1,,6/16/2024,15:52:32,28,47,55
58.4,,34.2,,93.56,,87,395,,1,,6/16/2024,15:52:39,28,43,49
58.6,,34.2,,93.56,,87,398,,1,,6/16/2024,15:52:46,26,45,52
58.5,,34.2,,93.56,,87,398,,1,,6/16/2024,15:52:53,28,48,55
58.5,,34.2,,93.56,,87,398,,1,,6/16/2024,15:53:00,29,48,53
58.5,,34.2,,93.56,,88,394,,1,,6/16/2024,15:53:07,28,45,53
58.7,,34.3,,93.74,,82,394,,1,,6/16/2024,15:53:14,14,30,35
58.6,,34.3,,93.74,,82,395,,1,,6/16/2024,15:53:21,5,27,30
58.7,,34.3,,93.74,,82,395,,1,,6/16/2024,15:53:28,11,33,37
58.4,,34.3,,93.74,,82,390,,1,,6/16/2024,15:53:35,23,42,46
58.6,,34.3,,93.74,,82,391,,1,,6/16/2024,15:53:42,26,45,47
58.6,,34.2,,93.56,,86,394,,1,,6/16/2024,15:53:49,26,46,48
58.4,,34.2,,93.56,,90,389,,1,,6/16/2024,15:53:56,27,46,48
58.4,,34.2,,93.56,,88,386,,1,,6/16/2024,15:54:03,28,44,53
58.6,,34.2,,93.56,,88,384,,1,,6/16/2024,15:54:10,27,48,59
58.4,,34.3,,93.74,,88,386,,1,,6/16/2024,15:54:17,27,51,58
58.3,,34.3,,93.74,,88,389,,1,,6/16/2024,15:54:24,27,47,50
58.5,,34.2,,93.56,,87,389,,1,,6/16/2024,15:54:31,25,46,57
58.3,,34.3,,93.74,,88,390,,1,,6/16/2024,15:54:38,26,47,56
58.2,,34.3,,93.74,,88,387,,1,,6/16/2024,15:54:45,11,30,33
58.4,,34.3,,93.74,,88,394,,1,,6/16/2024,15:54:52,3,24,29
58.5,,34.3,,93.74,,88,396,,1,,6/16/2024,15:54:59,8,27,35
58.4,,34.3,,93.74,,86,398,,1,,6/16/2024,15:55:06,21,39,43
58.3,,34.3,,93.74,,86,398,,1,,6/16/2024,15:55:13,30,48,50
58.3,,34.3,,93.74,,86,398,,1,,6/16/2024,15:55:20,31,48,54
58.4,,34.2,,93.56,,86,395,,1,,6/16/2024,15:55:27,30,50,55
58.5,,34.2,,93.56,,86,396,,1,,6/16/2024,15:55:34,28,49,50
58.6,,34.3,,93.74,,85,395,,1,,6/16/2024,15:55:41,28,47,50
58.4,,34.3,,93.74,,85,395,,1,,6/16/2024,15:55:49,27,46,49
58.5,,34.3,,93.74,,85,396,,1,,6/16/2024,15:55:56,30,52,54
58.3,,34.3,,93.74,,86,391,,1,,6/16/2024,15:56:03,29,50,55
58.5,,34.3,,93.74,,85,394,,1,,6/16/2024,15:56:10,23,43,47
58.4,,34.3,,93.74,,85,394,,1,,6/16/2024,15:56:17,23,44,50
58.3,,34.3,,93.74,,85,398,,1,,6/16/2024,15:56:24,25,48,54
58.4,,34.3,,93.74,,85,398,,1,,6/16/2024,15:56:31,28,52,53
58.4,,34.3,,93.74,,85,400,,1,,6/16/2024,15:56:38,28,50,50
58.3,,34.3,,93.74,,86,396,,1,,6/16/2024,15:56:45,28,51,53
58.4,,34.2,,93.56,,85,395,,1,,6/16/2024,15:56:52,26,47,52
58.4,,34.3,,93.74,,86,392,,1,,6/16/2024,15:56:59,26,47,54
58.3,,34.3,,93.74,,86,394,,1,,6/16/2024,15:57:06,28,48,52
58.3,,34.3,,93.74,,86,396,,1,,6/16/2024,15:57:13,26,44,49
58.4,,34.3,,93.74,,85,393,,1,,6/16/2024,15:57:20,27,48,53
58.4,,34.3,,93.74,,85,394,,1,,6/16/2024,15:57:27,28,55,58
58.3,,34.3,,93.74,,85,396,,1,,6/16/2024,15:57:34,26,50,53
58.3,,34.2,,93.56,,85,397,,1,,6/16/2024,15:57:41,27,46,51
58.3,,34.3,,93.74,,85,399,,1,,6/16/2024,15:57:48,27,45,50
58.4,,34.3,,93.74,,85,399,,1,,6/16/2024,15:57:55,26,42,51
58.4,,34.3,,93.74,,86,400,,1,,6/16/2024,15:58:02,28,47,55
58.5,,34.3,,93.74,,86,398,,1,,6/16/2024,15:58:09,26,45,50
58.3,,34.3,,93.74,,85,396,,1,,6/16/2024,15:58:16,26,43,50
58.5,,34.3,,93.74,,85,399,,1,,6/16/2024,15:58:23,25,42,46
58.4,,34.3,,93.74,,85,401,,1,,6/16/2024,15:58:30,24,44,49
58.5,,34.3,,93.74,,85,398,,1,,6/16/2024,15:58:37,25,46,53
58.4,,34.3,,93.74,,84,397,,1,,6/16/2024,15:58:44,27,48,51
58.3,,34.3,,93.74,,85,398,,1,,6/16/2024,15:58:51,27,47,47
58.4,,34.3,,93.74,,85,401,,1,,6/16/2024,15:58:58,26,46,48
58.4,,34.3,,93.74,,84,399,,1,,6/16/2024,15:59:05,26,45,47
58.5,,34.3,,93.74,,84,391,,1,,6/16/2024,15:59:13,10,28,29
58.4,,34.3,,93.74,,85,393,,1,,6/16/2024,15:59:20,3,18,18
58.4,,34.4,,93.92,,84,390,,1,,6/16/2024,15:59:27,8,24,25
58.4,,34.3,,93.74,,86,397,,1,,6/16/2024,15:59:34,13,29,30
58.4,,34.3,,93.74,,85,398,,1,,6/16/2024,15:59:41,23,38,40
58.4,,34.4,,93.92,,85,399,,1,,6/16/2024,15:59:48,24,46,50
58.3,,34.3,,93.74,,84,402,,1,,6/16/2024,15:59:55,25,47,51
58.4,,34.3,,93.74,,93,400,,1,,6/16/2024,16:00:02,26,49,52
58.4,,34.3,,93.74,,93,393,,1,,6/16/2024,16:00:09,24,48,49
