Humidity (%),,temp c,,temp f,,voc,co2-analog,,co2-digital,,date,time,PM1.0,PM2.5,PM10
56.7,,34.2,,93.56,,618,406,,1,,6/16/2024,14:43:28,25,44,50
56.8,,34.2,,93.56,,617,407,,1,,6/16/2024,14:43:35,25,43,46
56.7,,34.2,,93.56,,622,406,,1,,6/16/2024,14:43:42,25,43,46
56.6,,34.2,,93.56,,623,406,,1,,6/16/2024,14:43:49,24,44,52
56.8,,34.2,,93.56,,615,405,,1,,6/16/2024,14:43:56,24,41,49
56.5,,34.2,,93.56,,81,406,,1,,6/16/2024,14:44:03,25,42,45
56.7,,34.2,,93.56,,81,406,,1,,6/16/2024,14:44:10,26,44,45
56.6,,34.2,,93.56,,82,406,,1,,6/16/2024,14:44:17,27,45,48
56.7,,34.2,,93.56,,84,405,,1,,6/16/2024,14:44:24,25,43,46
56.7,,34.2,,93.56,,82,406,,1,,6/16/2024,14:44:32,26,43,45
56.6,,34.2,,93.56,,82,406,,1,,6/16/2024,14:44:39,13,33,34
56.7,,34.2,,93.56,,82,405,,1,,6/16/2024,14:44:46,4,22,24
56.6,,34.2,,93.56,,82,403,,1,,6/16/2024,14:44:53,7,23,28
56.6,,34.2,,93.56,,81,403,,1,,6/16/2024,14:45:00,18,34,40
56.5,,34.2,,93.56,,82,405,,1,,6/16/2024,14:45:07,26,42,46
56.5,,34.2,,93.56,,80,403,,1,,6/16/2024,14:45:14,25,43,45
56.5,,34.2,,93.56,,81,406,,1,,6/16/2024,14:45:21,21,39,46
56.5,,34.2,,93.56,,81,406,,1,,6/16/2024,14:45:28,22,40,46
56.6,,34.3,,93.74,,81,403,,1,,6/16/2024,14:45:35,26,42,46
56.6,,34.2,,93.56,,82,404,,1,,6/16/2024,14:45:42,24,42,45
56.5,,34.2,,93.56,,82,405,,1,,6/16/2024,14:45:49,23,40,43
56.6,,34.2,,93.56,,82,404,,1,,6/16/2024,14:45:56,24,41,44
56.8,,34.2,,93.56,,81,402,,1,,6/16/2024,14:46:03,11,29,32
56.7,,34.2,,93.56,,82,402,,1,,6/16/2024,14:46:10,4,23,27
56.8,,34.2,,93.56,,81,391,,1,,6/16/2024,14:46:17,7,25,28
56.9,,34.2,,93.56,,81,401,,1,,6/16/2024,14:46:24,15,34,34
56.8,,34.2,,93.56,,80,402,,1,,6/16/2024,14:46:31,22,43,48
56.8,,34.1,,93.38,,80,403,,1,,6/16/2024,14:46:38,25,44,49
57,,34,,93.2,,80,402,,1,,6/16/2024,14:46:45,23,39,40
57.1,,34.1,,93.38,,86,402,,1,,6/16/2024,14:46:52,25,45,48
57.1,,34.1,,93.38,,82,405,,1,,6/16/2024,14:46:59,26,45,50
57,,34.1,,93.38,,82,403,,1,,6/16/2024,14:47:06,26,44,49
57,,34,,93.2,,640,401,,1,,6/16/2024,14:47:13,25,46,49
57.1,,34.1,,93.38,,648,398,,1,,6/16/2024,14:47:20,27,49,50
57.2,,34,,93.2,,661,400,,1,,6/16/2024,14:47:27,11,30,35
57.1,,34.1,,93.38,,653,400,,1,,6/16/2024,14:47:34,2,23,28
57.1,,34.1,,93.38,,645,400,,1,,6/16/2024,14:47:41,10,32,33
57.2,,34.1,,93.38,,619,400,,1,,6/16/2024,14:47:48,22,45,45
57.2,,34,,93.2,,623,401,,1,,6/16/2024,14:47:56,26,47,47
57.2,,34,,93.2,,621,401,,1,,6/16/2024,14:48:03,26,44,47
57.2,,34,,93.2,,666,400,,1,,6/16/2024,14:48:10,26,41,44
57.2,,34,,93.2,,644,398,,1,,6/16/2024,14:48:17,24,44,48
57.3,,34,,93.2,,619,399,,1,,6/16/2024,14:48:24,23,49,52
57.4,,34.1,,93.38,,620,400,,1,,6/16/2024,14:48:31,26,50,54
57.3,,34,,93.2,,624,402,,1,,6/16/2024,14:48:38,31,51,53
57.3,,34,,93.2,,624,402,,1,,6/16/2024,14:48:45,31,51,54
57.2,,34,,93.2,,627,402,,1,,6/16/2024,14:48:52,25,47,48
57.2,,34,,93.2,,625,403,,1,,6/16/2024,14:48:59,22,41,47
57.2,,34,,93.2,,623,402,,1,,6/16/2024,14:49:06,14,29,36
57.3,,34,,93.2,,82,402,,1,,6/16/2024,14:49:13,2,22,27
57.2,,34,,93.2,,83,402,,1,,6/16/2024,14:49:20,6,25,31
57.3,,34,,93.2,,83,401,,1,,6/16/2024,14:49:27,20,36,40
57.3,,34.1,,93.38,,82,402,,1,,6/16/2024,14:49:34,27,44,46
57.3,,34,,93.2,,82,403,,1,,6/16/2024,14:49:41,28,45,46
57.5,,34,,93.2,,82,402,,1,,6/16/2024,14:49:48,25,44,46
57.5,,34.1,,93.38,,83,401,,1,,6/16/2024,14:49:55,25,44,47
57.4,,34,,93.2,,83,401,,1,,6/16/2024,14:50:02,24,43,48
57.5,,34,,93.2,,82,402,,1,,6/16/2024,14:50:09,27,44,49
57.5,,34,,93.2,,82,402,,1,,6/16/2024,14:50:16,25,42,44
57.6,,34,,93.2,,81,402,,1,,6/16/2024,14:50:23,24,41,44
57.5,,34,,93.2,,81,402,,1,,6/16/2024,14:50:30,22,38,40
57.6,,33.9,,93.02,,82,403,,1,,6/16/2024,14:50:37,24,41,43
57.7,,33.9,,93.02,,82,402,,1,,6/16/2024,14:50:44,23,42,47
57.7,,34,,93.2,,81,402,,1,,6/16/2024,14:50:51,24,45,49
57.7,,33.9,,93.02,,83,401,,1,,6/16/2024,14:50:58,26,43,45
57.9,,33.9,,93.02,,83,401,,1,,6/16/2024,14:51:05,26,44,44
58,,33.9,,93.02,,82,401,,1,,6/16/2024,14:51:12,26,43,43
57.7,,33.9,,93.02,,82,401,,1,,6/16/2024,14:51:20,22,38,43
57.7,,34,,93.2,,81,402,,1,,6/16/2024,14:50:51,23,39,48
57.7,,33.9,,93.02,,83,401,,1,,6/16/2024,14:50:58,26,41,47
57.9,,33.9,,93.02,,83,401,,1,,6/16/2024,14:51:05,29,46,50
58,,33.9,,93.02,,82,401,,1,,6/16/2024,14:51:12,23,42,45
57.7,,33.9,,93.02,,82,401,,1,,6/16/2024,14:51:20,22,40,46
57.9,,33.9,,93.02,,82,399,,1,,6/16/2024,14:51:27,10,30,34
57.9,,33.9,,93.02,,84,399,,1,,6/16/2024,14:51:34,1,23,27
58,,33.9,,93.02,,82,400,,1,,6/16/2024,14:51:41,6,30,35
58.2,,33.9,,93.02,,82,400,,1,,6/16/2024,14:51:48,19,39,41
58,,33.8,,92.84,,81,399,,1,,6/16/2024,14:51:55,22,42,45
58.1,,33.9,,93.02,,82,398,,1,,6/16/2024,14:52:02,27,47,49
58.1,,33.8,,92.84,,82,398,,1,,6/16/2024,14:52:09,27,45,47
58.2,,33.9,,93.02,,82,401,,1,,6/16/2024,14:52:16,28,46,49
58.3,,33.9,,93.02,,81,401,,1,,6/16/2024,14:52:23,26,47,52
58.2,,33.8,,92.84,,81,400,,1,,6/16/2024,14:52:30,25,44,53
58.2,,33.8,,92.84,,81,399,,1,,6/16/2024,14:52:37,25,42,51
58.2,,33.9,,93.02,,83,400,,1,,6/16/2024,14:52:44,25,44,49
58.3,,33.9,,93.02,,83,399,,1,,6/16/2024,14:52:51,25,42,45
58.2,,33.8,,92.84,,82,399,,1,,6/16/2024,14:52:58,24,42,45
58.3,,33.8,,92.84,,81,399,,1,,6/16/2024,14:53:05,25,41,51
58.4,,33.8,,92.84,,81,399,,1,,6/16/2024,14:53:12,27,46,58
58.3,,33.8,,92.84,,82,399,,1,,6/16/2024,14:53:19,25,45,54
58.3,,33.8,,92.84,,82,398,,1,,6/16/2024,14:53:26,27,45,45
58.2,,33.7,,92.66,,81,399,,1,,6/16/2024,14:53:33,28,44,44
58.4,,33.8,,92.84,,82,401,,1,,6/16/2024,14:53:40,16,33,34
58.5,,33.8,,92.84,,83,402,,1,,6/16/2024,14:53:47,3,21,26
58.3,,33.8,,92.84,,83,401,,1,,6/16/2024,14:53:54,7,24,32
58.3,,33.8,,92.84,,83,400,,1,,6/16/2024,14:54:01,22,44,54
58.3,,33.7,,92.66,,82,398,,1,,6/16/2024,14:54:08,29,51,58
58.3,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:15,27,48,50
58.4,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:22,27,48,49
58.3,,33.7,,92.66,,82,398,,1,,6/16/2024,14:54:29,26,48,50
58.4,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:36,24,44,45
58.3,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:44,26,47,50
58.4,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:22,24,45,46
58.3,,33.7,,92.66,,82,398,,1,,6/16/2024,14:54:29,21,43,43
58.4,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:36,12,37,39
58.3,,33.8,,92.84,,82,398,,1,,6/16/2024,14:54:44,4,33,36
58.5,,33.7,,92.66,,82,398,,1,,6/16/2024,14:54:51,3,27,34
58.4,,33.8,,92.84,,81,399,,1,,6/16/2024,14:54:58,15,34,39
58.4,,33.7,,92.66,,81,400,,1,,6/16/2024,14:55:05,24,41,42
58.5,,33.7,,92.66,,81,399,,1,,6/16/2024,14:55:12,26,45,47
58.4,,33.7,,92.66,,81,400,,1,,6/16/2024,14:55:19,26,44,48
58.5,,33.7,,92.66,,82,399,,1,,6/16/2024,14:55:26,24,42,47
58.4,,33.7,,92.66,,82,398,,1,,6/16/2024,14:55:33,24,44,47
58.4,,33.7,,92.66,,82,398,,1,,6/16/2024,14:55:40,25,44,45
58.5,,33.8,,92.84,,82,399,,1,,6/16/2024,14:55:47,26,43,43
58.4,,33.7,,92.66,,84,398,,1,,6/16/2024,14:55:54,25,41,42
58.5,,33.7,,92.66,,83,398,,1,,6/16/2024,14:56:01,9,22,26
58.4,,33.7,,92.66,,83,398,,1,,6/16/2024,14:56:08,3,20,26
58.5,,33.7,,92.66,,82,399,,1,,6/16/2024,14:56:15,10,30,39
58.4,,33.7,,92.66,,83,398,,1,,6/16/2024,14:56:22,21,41,49
58.4,,33.7,,92.66,,83,398,,1,,6/16/2024,14:56:29,25,50,52
58.5,,33.7,,92.66,,83,398,,1,,6/16/2024,14:56:36,27,47,48
58.5,,33.7,,92.66,,83,399,,1,,6/16/2024,14:56:43,25,41,42
58.6,,33.7,,92.66,,84,397,,1,,6/16/2024,14:56:50,23,43,47
58.5,,33.7,,92.66,,84,398,,1,,6/16/2024,14:56:57,24,43,48
58.6,,33.7,,92.66,,84,398,,1,,6/16/2024,14:57:04,27,44,47
58.8,,33.7,,92.66,,84,398,,1,,6/16/2024,14:57:11,27,43,47
58.7,,33.7,,92.66,,84,398,,1,,6/16/2024,14:57:18,26,44,48
58.7,,33.8,,92.84,,83,398,,1,,6/16/2024,14:57:25,27,44,52
58.9,,33.7,,92.66,,84,398,,1,,6/16/2024,14:57:32,15,28,37
58.6,,33.7,,92.66,,84,396,,1,,6/16/2024,14:57:39,2,16,22
58.5,,33.7,,92.66,,84,396,,1,,6/16/2024,14:57:46,6,23,28
58.6,,33.7,,92.66,,85,395,,1,,6/16/2024,14:57:53,22,44,49
58.6,,33.7,,92.66,,82,396,,1,,6/16/2024,14:58:00,28,47,49
58.6,,33.7,,92.66,,84,396,,1,,6/16/2024,14:58:08,25,42,47
58.5,,33.7,,92.66,,83,396,,1,,6/16/2024,14:58:15,27,43,53
58.6,,33.7,,92.66,,85,395,,1,,6/16/2024,14:57:53,26,43,55
58.6,,33.7,,92.66,,82,396,,1,,6/16/2024,14:58:00,25,43,50
58.6,,33.7,,92.66,,84,396,,1,,6/16/2024,14:58:08,29,49,53
58.5,,33.7,,92.66,,83,396,,1,,6/16/2024,14:58:15,26,46,53
58.7,,33.8,,92.84,,83,396,,1,,6/16/2024,14:58:22,25,45,53
58.7,,33.7,,92.66,,83,396,,1,,6/16/2024,14:58:29,20,36,41
58.8,,33.7,,92.66,,84,396,,1,,6/16/2024,14:58:36,10,25,33
58.7,,33.7,,92.66,,85,395,,1,,6/16/2024,14:58:43,11,27,33
58.8,,33.7,,92.66,,84,396,,1,,6/16/2024,14:58:50,9,27,33
58.8,,33.7,,92.66,,82,396,,1,,6/16/2024,14:58:57,5,23,29
58.8,,33.7,,92.66,,83,396,,1,,6/16/2024,14:59:04,6,24,29
58.9,,33.7,,92.66,,83,396,,1,,6/16/2024,14:59:11,18,33,38
58.8,,33.7,,92.66,,84,395,,1,,6/16/2024,14:59:18,26,42,47
58.8,,33.7,,92.66,,84,396,,1,,6/16/2024,14:59:25,27,46,52
58.8,,33.7,,92.66,,83,395,,1,,6/16/2024,14:59:32,26,46,52
58.7,,33.7,,92.66,,83,395,,1,,6/16/2024,14:59:39,25,46,49
58.7,,33.7,,92.66,,84,395,,1,,6/16/2024,14:59:46,24,45,47
58.7,,33.7,,92.66,,83,395,,1,,6/16/2024,14:59:53,22,42,47
58.7,,33.7,,92.66,,84,395,,1,,6/16/2024,15:00:00,24,42,44
58.8,,33.6,,92.48,,84,394,,1,,6/16/2024,15:00:07,25,39,41
58.7,,33.7,,92.66,,84,394,,1,,6/16/2024,15:00:14,23,39,42
58.9,,33.7,,92.66,,83,394,,1,,6/16/2024,15:00:21,23,38,40
58.8,,33.6,,92.48,,82,394,,1,,6/16/2024,15:00:28,24,38,40
58.7,,33.7,,92.66,,82,394,,1,,6/16/2024,15:00:35,22,39,44
58.8,,33.6,,92.48,,83,395,,1,,6/16/2024,15:00:42,22,38,43
58.7,,33.7,,92.66,,84,393,,1,,6/16/2024,15:00:49,23,39,44
58.7,,33.6,,92.48,,82,394,,1,,6/16/2024,15:00:56,25,41,47
58.7,,33.7,,92.66,,83,393,,1,,6/16/2024,15:01:03,27,43,47
58.7,,33.7,,92.66,,86,392,,1,,6/16/2024,15:01:10,26,43,46
58.9,,33.7,,92.66,,83,394,,1,,6/16/2024,15:01:24,23,38,40
58.8,,33.6,,92.48,,84,393,,1,,6/16/2024,15:01:32,26,41,43
58.8,,33.7,,92.66,,84,393,,1,,6/16/2024,15:01:39,28,45,46
58.7,,33.7,,92.66,,83,395,,1,,6/16/2024,15:01:46,25,44,46
58.6,,33.8,,92.84,,84,396,,1,,6/16/2024,15:01:53,26,44,47
58.6,,33.7,,92.66,,84,396,,1,,6/16/2024,15:02:00,23,44,49
58.7,,33.7,,92.66,,85,395,,1,,6/16/2024,15:02:07,23,41,46
58.7,,33.6,,92.48,,83,396,,1,,6/16/2024,15:02:14,23,41,44
58.7,,33.7,,92.66,,84,396,,1,,6/16/2024,15:02:21,24,44,46
58.7,,33.8,,92.84,,84,396,,1,,6/16/2024,15:02:28,9,29,32
58.7,,33.7,,92.66,,85,395,,1,,6/16/2024,15:02:35,1,22,25
58.7,,33.7,,92.66,,85,396,,1,,6/16/2024,15:02:42,8,29,30
58.7,,33.7,,92.66,,83,396,,1,,6/16/2024,15:02:49,45,71,77
58.7,,33.7,,92.66,,84,395,,1,,6/16/2024,15:02:56,45,71,77
58.8,,33.7,,92.66,,85,394,,1,,6/16/2024,15:03:03,46,70,77
58.9,,33.7,,92.66,,84,395,,1,,6/16/2024,15:03:10,43,68,75
58.8,,33.7,,92.66,,83,395,,1,,6/16/2024,15:03:17,40,63,66
58.8,,33.7,,92.66,,84,396,,1,,6/16/2024,15:03:24,19,38,44
58.9,,33.6,,92.48,,84,394,,1,,6/16/2024,15:03:31,9,33,42
58.9,,33.7,,92.66,,84,394,,1,,6/16/2024,15:03:38,15,39,47
58.8,,33.7,,92.66,,84,395,,1,,6/16/2024,15:03:45,25,47,51
58.8,,33.8,,92.84,,84,395,,1,,6/16/2024,15:03:52,31,56,56
58.9,,33.7,,92.66,,83,395,,1,,6/16/2024,15:03:59,34,58,61
58.8,,33.6,,92.48,,85,393,,1,,6/16/2024,15:04:06,36,62,65
58.8,,33.7,,92.66,,85,393,,1,,6/16/2024,15:04:13,36,60,62
58.9,,33.7,,92.66,,84,393,,1,,6/16/2024,15:04:20,33,54,57
58.6,,33.7,,92.66,,84,393,,1,,6/16/2024,15:04:27,31,54,63
58.7,,33.7,,92.66,,84,392,,1,,6/16/2024,15:04:34,36,61,68
58.7,,33.7,,92.66,,85,392,,1,,6/16/2024,15:04:41,34,59,61
58.9,,33.7,,92.66,,85,391,,1,,6/16/2024,15:04:48,34,59,61
58.7,,33.7,,92.66,,84,393,,1,,6/16/2024,15:04:56,33,61,63
58.8,,33.7,,92.66,,84,395,,1,,6/16/2024,15:05:03,31,59,61
58.7,,33.7,,92.66,,85,393,,1,,6/16/2024,15:05:10,28,54,55
58.8,,33.7,,92.66,,85,392,,1,,6/16/2024,15:05:17,17,40,40
58.8,,33.7,,92.66,,85,393,,1,,6/16/2024,15:05:24,8,33,35
58.7,,33.7,,92.66,,86,393,,1,,6/16/2024,15:05:31,14,37,39
58.6,,33.7,,92.66,,87,392,,1,,6/16/2024,15:05:38,29,51,51
58.8,,33.7,,92.66,,87,393,,1,,6/16/2024,15:05:45,34,58,61
58.6,,33.7,,92.66,,89,393,,1,,6/16/2024,15:05:52,32,60,67
58.8,,33.7,,92.66,,89,392,,1,,6/16/2024,15:05:59,35,60,65
58.8,,33.7,,92.66,,89,392,,1,,6/16/2024,15:06:06,34,56,57
58.8,,33.7,,92.66,,90,391,,1,,6/16/2024,15:06:13,34,56,56
58.7,,33.7,,92.66,,90,392,,1,,6/16/2024,15:06:20,32,55,56
58.7,,33.7,,92.66,,91,393,,1,,6/16/2024,15:06:27,33,56,58
58.6,,33.6,,92.48,,91,393,,1,,6/16/2024,15:06:34,29,54,59
58.7,,33.7,,92.66,,91,392,,1,,6/16/2024,15:06:41,5,30,32
58.7,,33.7,,92.66,,92,393,,1,,6/16/2024,15:06:48,13,36,37
58.7,,33.8,,92.84,,92,392,,1,,6/16/2024,15:06:55,30,54,59
58.6,,33.7,,92.66,,93,392,,1,,6/16/2024,15:07:02,32,57,64
58.6,,33.7,,92.66,,93,392,,1,,6/16/2024,15:07:09,32,55,63
58.5,,33.7,,92.66,,93,392,,1,,6/16/2024,15:07:16,30,50,58
58.6,,33.7,,92.66,,94,392,,1,,6/16/2024,15:07:23,31,49,57
58.7,,33.8,,92.84,,94,394,,1,,6/16/2024,15:07:30,12,33,39
58.6,,33.8,,92.84,,95,396,,1,,6/16/2024,15:07:37,6,29,33
58.6,,33.7,,92.66,,94,396,,1,,6/16/2024,15:07:44,14,38,41
58.5,,33.7,,92.66,,94,396,,1,,6/16/2024,15:07:51,16,40,43
58.8,,33.7,,92.66,,94,396,,1,,6/16/2024,15:07:58,20,44,46
58.5,,33.7,,92.66,,93,392,,1,,6/16/2024,15:08:05,15,37,39
58.4,,33.7,,92.66,,93,390,,1,,6/16/2024,15:08:12,8,27,28
58.6,,33.6,,92.48,,98,389,,1,,6/16/2024,15:08:20,10,32,35
58.4,,33.7,,92.66,,98,389,,1,,6/16/2024,15:08:27,22,44,51
58.5,,33.7,,92.66,,90,388,,1,,6/16/2024,15:08:34,31,54,63
58.4,,33.7,,92.66,,91,388,,1,,6/16/2024,15:08:41,34,58,63
58.6,,33.7,,92.66,,90,387,,1,,6/16/2024,15:08:48,33,55,61
58.5,,33.6,,92.48,,90,387,,1,,6/16/2024,15:08:55,34,55,59
58.5,,33.7,,92.66,,89,389,,1,,6/16/2024,15:09:02,15,37,40
58.6,,33.7,,92.66,,89,389,,1,,6/16/2024,15:09:09,5,28,32
58.4,,33.7,,92.66,,90,388,,1,,6/16/2024,15:09:16,14,38,41
58.5,,33.7,,92.66,,90,389,,1,,6/16/2024,15:09:23,24,46,51
58.5,,33.6,,92.48,,89,389,,1,,6/16/2024,15:09:30,33,51,55
58.5,,33.7,,92.66,,89,388,,1,,6/16/2024,15:09:37,34,56,58
58.5,,33.6,,92.48,,90,387,,1,,6/16/2024,15:09:44,33,58,59
58.6,,33.6,,92.48,,90,388,,1,,6/16/2024,15:09:51,33,58,59
58.4,,33.7,,92.66,,90,388,,1,,6/16/2024,15:09:58,24,45,50
58.5,,33.7,,92.66,,91,387,,1,,6/16/2024,15:10:05,26,44,49
58.5,,33.7,,92.66,,91,388,,1,,6/16/2024,15:10:12,26,45,49
58.4,,33.7,,92.66,,91,387,,1,,6/16/2024,15:10:19,30,51,52
58.5,,33.7,,92.66,,91,387,,1,,6/16/2024,15:10:26,28,51,52
58.4,,33.7,,92.66,,92,387,,1,,6/16/2024,15:10:33,27,51,55
58.3,,33.7,,92.66,,92,388,,1,,6/16/2024,15:10:40,29,56,61
58.3,,33.7,,92.66,,90,387,,1,,6/16/2024,15:10:47,30,55,57
58.3,,33.7,,92.66,,91,388,,1,,6/16/2024,15:10:54,32,56,56
58.4,,33.7,,92.66,,91,387,,1,,6/16/2024,15:11:01,30,51,53
58.3,,33.7,,92.66,,91,387,,1,,6/16/2024,15:11:08,30,50,53
58.4,,33.6,,92.48,,92,387,,1,,6/16/2024,15:11:15,30,50,51
58.2,,33.8,,92.84,,92,387,,1,,6/16/2024,15:11:22,33,52,52
58.2,,33.7,,92.66,,92,388,,1,,6/16/2024,15:11:29,34,55,56
58.2,,33.7,,92.66,,92,387,,1,,6/16/2024,15:11:36,32,55,56
58.2,,33.8,,92.84,,92,387,,1,,6/16/2024,15:11:44,30,51,51
58.1,,33.7,,92.66,,92,387,,1,,6/16/2024,15:11:51,29,49,49
58.2,,33.8,,92.84,,92,387,,1,,6/16/2024,15:11:58,29,48,49
58.1,,33.8,,92.84,,91,387,,1,,6/16/2024,15:12:05,13,37,40
58.1,,33.8,,92.84,,91,387,,1,,6/16/2024,15:12:12,2,26,28
58.1,,33.9,,93.02,,91,387,,1,,6/16/2024,15:12:19,9,31,34
58,,33.9,,93.02,,91,387,,1,,6/16/2024,15:12:26,23,45,48
58,,33.8,,92.84,,91,388,,1,,6/16/2024,15:12:33,29,49,51
58.1,,33.9,,93.02,,91,388,,1,,6/16/2024,15:12:40,31,50,51
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:12:47,36,60,60
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:12:54,39,62,66
57.9,,33.9,,93.02,,92,387,,1,,6/16/2024,15:13:01,39,61,64
58,,33.9,,93.02,,92,388,,1,,6/16/2024,15:13:08,34,50,51
58,,33.9,,93.02,,92,388,,1,,6/16/2024,15:13:15,31,52,52
57.8,,33.8,,92.84,,92,389,,1,,6/16/2024,15:13:22,33,54,54
57.9,,33.8,,92.84,,92,389,,1,,6/16/2024,15:13:29,26,45,48
57.9,,33.9,,93.02,,92,388,,1,,6/16/2024,15:13:36,27,50,55
58,,33.9,,93.02,,93,388,,1,,6/16/2024,15:13:43,27,48,55
58,,33.8,,92.84,,93,388,,1,,6/16/2024,15:13:50,29,51,56
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:13:57,31,52,56
58,,33.8,,92.84,,92,389,,1,,6/16/2024,15:14:04,30,49,50
57.9,,33.8,,92.84,,91,388,,1,,6/16/2024,15:14:11,27,44,46
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:14:18,29,46,48
58,,33.8,,92.84,,91,388,,1,,6/16/2024,15:14:25,30,47,49
57.9,,33.8,,92.84,,91,388,,1,,6/16/2024,15:14:32,27,46,51
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:14:39,26,49,52
57.9,,33.8,,92.84,,92,388,,1,,6/16/2024,15:14:46,29,49,51
57.8,,33.8,,92.84,,92,388,,1,,6/16/2024,15:14:53,32,52,54
57.9,,33.8,,92.84,,91,388,,1,,6/16/2024,15:15:00,27,51,51
57.8,,33.9,,93.02,,90,387,,1,,6/16/2024,15:15:08,28,51,52
57.9,,33.9,,93.02,,91,387,,1,,6/16/2024,15:15:15,28,49,50
57.9,,33.8,,92.84,,91,386,,1,,6/16/2024,15:15:22,27,47,47
57.9,,33.8,,92.84,,92,386,,1,,6/16/2024,15:15:29,30,49,50
57.8,,33.9,,93.02,,93,388,,1,,6/16/2024,15:15:36,29,48,52
57.8,,33.8,,92.84,,93,387,,1,,6/16/2024,15:15:43,31,54,57
57.8,,33.9,,93.02,,92,387,,1,,6/16/2024,15:15:50,31,54,54
57.8,,33.8,,92.84,,91,387,,1,,6/16/2024,15:15:57,32,54,56
57.7,,33.9,,93.02,,91,387,,1,,6/16/2024,15:16:04,29,48,50
57.6,,33.9,,93.02,,91,388,,1,,6/16/2024,15:16:11,30,48,49
57.6,,33.9,,93.02,,91,387,,1,,6/16/2024,15:16:18,29,47,50
57.6,,33.9,,93.02,,93,386,,1,,6/16/2024,15:16:25,27,43,53
57.6,,33.9,,93.02,,92,386,,1,,6/16/2024,15:16:32,28,44,54
57.5,,33.8,,92.84,,91,386,,1,,6/16/2024,15:16:39,28,48,51
57.6,,33.9,,93.02,,92,385,,1,,6/16/2024,15:16:46,14,36,39
57.6,,33.8,,92.84,,93,385,,1,,6/16/2024,15:16:53,1,21,23
57.6,,33.9,,93.02,,92,385,,1,,6/16/2024,15:17:00,1,23,23
57.6,,33.9,,93.02,,91,385,,1,,6/16/2024,15:17:07,41,58,60
57.6,,33.9,,93.02,,94,384,,1,,6/16/2024,15:17:14,42,62,63
57.6,,33.9,,93.02,,93,385,,1,,6/16/2024,15:17:21,36,55,61
57.6,,33.9,,93.02,,92,386,,1,,6/16/2024,15:17:28,31,47,55
57.6,,33.8,,92.84,,92,386,,1,,6/16/2024,15:17:35,30,47,51
57.7,,33.9,,93.02,,92,386,,1,,6/16/2024,15:17:42,39,48,50
57.6,,33.9,,93.02,,92,385,,1,,6/16/2024,15:17:49,41,70,85
57.7,,33.9,,93.02,,92,384,,1,,6/16/2024,15:17:56,40,69,74
57.6,,33.9,,93.02,,93,384,,1,,6/16/2024,15:18:03,39,65,70
57.6,,33.9,,93.02,,93,384,,1,,6/16/2024,15:18:10,36,62,68
57.6,,33.8,,92.84,,94,384,,1,,6/16/2024,15:18:17,37,59,63
57.7,,33.9,,93.02,,92,385,,1,,6/16/2024,15:18:24,33,56,61
57.6,,33.9,,93.02,,93,385,,1,,6/16/2024,15:18:32,34,59,67
57.6,,33.8,,92.84,,92,384,,1,,6/16/2024,15:18:39,43,69,78
57.7,,33.9,,93.02,,92,385,,1,,6/16/2024,15:18:46,41,67,71
57.6,,33.9,,93.02,,94,385,,1,,6/16/2024,15:18:53,40,64,71
57.6,,33.9,,93.02,,95,384,,1,,6/16/2024,15:19:00,37,59,69
57.6,,33.8,,92.84,,94,384,,1,,6/16/2024,15:19:07,34,60,69
57.7,,33.8,,92.84,,95,384,,1,,6/16/2024,15:19:14,33,62,67
57.7,,33.8,,92.84,,94,384,,1,,6/16/2024,15:19:21,29,61,70
57.7,,33.9,,93.02,,93,384,,1,,6/16/2024,15:19:28,31,59,67
57.6,,33.9,,93.02,,94,384,,1,,6/16/2024,15:19:35,31,55,57
57.7,,33.8,,92.84,,95,385,,1,,6/16/2024,15:19:42,32,59,64
57.7,,33.8,,92.84,,96,384,,1,,6/16/2024,15:19:49,31,56,62
57.6,,33.9,,93.02,,97,384,,1,,6/16/2024,15:19:56,30,51,55
57.5,,33.8,,92.84,,98,383,,1,,6/16/2024,15:20:03,29,49,54
57.6,,33.8,,92.84,,99,384,,1,,6/16/2024,15:20:10,31,54,61
57.7,,33.8,,92.84,,100,385,,1,,6/16/2024,15:20:17,31,60,69
57.6,,33.9,,93.02,,102,385,,1,,6/16/2024,15:20:24,32,63,70
57.6,,33.9,,93.02,,100,386,,1,,6/16/2024,15:20:31,33,62,67
57.7,,33.9,,93.02,,101,385,,1,,6/16/2024,15:20:38,32,60,72
57.6,,33.9,,93.02,,101,384,,1,,6/16/2024,15:20:45,28,53,63
57.5,,33.9,,93.02,,100,384,,1,,6/16/2024,15:20:52,27,51,54
57.5,,33.9,,93.02,,98,385,,1,,6/16/2024,15:20:59,16,43,46
